index,Site Type,Name,Total PFAS,Latitude,Longtitude,distancetoirport,distancetolandfil,distancetochemfactory,distancetofirefighting,distancetowaterways,spilldata,chemindustry,federalsites,greenhouse,solidwaste,ustincident,chemtowater,landfiltowater,coalash,hazardwaste,oldhazardsite,elevation
21,Drinking Water,CENTRAL NASH WATER & SEWER,10500.0,35.77733,-78.19064,19.921949256810088,11.875610392126822,8.909747284165258,8.909747284165258,8.022841933616018,100.02422857668228,8.909747284165258,51.742380137442396,60.15594546985643,17.232344368757552,31.05304798852445,16.201387554950966,5.71085016497459,36.04092025645334,1.0637978039555311,1.0711104526106514,70.0
22,Drinking Water,Town of Cary,10000.0,35.7698,-78.78162,12.276950392061826,2.338842845775583,2.7527937333955577,2.7527937333955577,10.276460175679933,69.7030964720003,2.7527937333955577,10.874617410366284,15.356080313062124,12.586333354355032,4.9714879747867124,8.288891485768152,10.214912501129119,29.72215065232489,1.3027322634465348,1.6271849259014282,150.0
23,Drinking Water,TOWN OF DALLAS  NC,8000.0,35.3533,-81.18577,14.280629289684349,3.53065605096587,5.693360269230268,5.693360269230268,20.900386284843155,16.87819705713582,5.693360269230268,27.801902136201086,136.37356052977444,1.7491518011209173,9.7561344142236,23.620544830350834,20.314243718095987,22.161893159015655,3.8227526762312576,1.994458795036626,229.0
24,Drinking Water,CITY OF OXFORD   NC,7300.0,36.3715,-78.45246,7.05967250044666,2.7592184084551707,9.88332416489924,9.88332416489924,4.013767171437731,134.94570245040626,9.88332416489924,63.19914098921655,62.938060976632535,15.615980099953426,6.563856206850853,7.565455514576986,1.6803521303001574,37.14213533047697,4.6794578599905705,3.31172509897415,145.0
25,Drinking Water,NORTHAMPTON--LAKE GASTON,6200.0,36.53258,-77.82529,14.567407353052285,17.59705538131585,14.392835786638596,14.392835786638596,11.078366556105445,112.55903467269108,14.392835786638596,56.558653759090305,115.14408582413654,16.864756779157663,18.868419847124734,23.418572706442646,19.06769702897403,21.640927534052345,17.686710233290416,15.042976401851291,78.0
26,Drinking Water,CITY OF RALEIGH  NC,3300.0,35.5982,-78.45246,8.590465718480928,9.395406710691468,3.731186737857714,3.731186737857714,29.808576521699024,69.36879135119655,3.731186737857714,41.94555002605687,48.46790919407315,11.784057301495219,11.577022436063213,26.213073486587806,29.859472581608273,48.32475803728817,3.548945791079815,4.689551593729549,82.0
27,Drinking Water,CITY OF ROCKINGHAM  NC,3200.0,34.9395,-79.80726,6.990329840739783,9.13795492904178,2.7127373991816834,2.7127373991816834,5.400577147785236,72.7292564019081,2.7127373991816834,31.330172231374075,88.99421619876071,16.17570522348243,41.486715292061355,4.520202714956615,3.9632627353735996,79.96169710075552,2.7019514953447814,1.8674943639966595,82.0
28,Drinking Water,WRIGHTSVILLE BEACH WATER SYST NC,2459.7,34.2085,-77.79637,11.72654308368191,12.875828362025816,8.1613116272862,8.1613116272862,2.901433555551318,7.1996863584559305,8.1613116272862,26.696179459271615,118.6594632418174,13.829469822671866,4.06065294173295,9.914945822729262,10.476732897543018,28.807727484896652,6.122002082442077,4.953496153628581,7.0
29,Drinking Water,TOWN OF PITTSBORO NC,844.8,35.72015,-79.17724,17.075359579960036,8.164521454977058,6.645343962966197,6.645343962966197,11.87868276307618,62.874551430838395,6.645343962966197,39.5788442536411,35.28921148249054,17.67627289766555,25.993347956142976,8.748179190949427,19.84177590587248,37.82512815081225,0.3398747200855289,0.7522344429464297,129.0
30,Drinking Water,PENDER COUNTY UTILITIES NC,425.5,34.55125,-77.91861,20.187634877151726,6.349081554290215,19.914026353624156,19.914026353624156,14.730213836050366,34.60896050877771,19.914026353624156,47.00373510952609,90.11959747064402,11.417129650656229,29.504493090632696,10.516850712459933,11.8644989677444,41.45958539530108,1.1548913593454375,0.5583811262523304,14.0
31,Drinking Water,BLADEN BLUFFS WATER SYSTEM NC,423.5,34.58824,-78.56609,1.825137607099407,3.12143230362086,4.076872292184773,4.076872292184773,16.774852581712405,37.15277877935362,4.076872292184773,80.57808277442516,37.641344698406456,21.589335310693787,37.64455533893108,16.058307187130527,15.589189992633843,38.89252350822224,4.965141496973458,6.474172901842105,24.0
32,Drinking Water,CFPUA-WILMINGTON NC,406.0,34.24043,-77.86741,4.4477705423520195,9.542596284648745,1.1647217916168324,1.1647217916168324,8.964665454726289,0.5838798326690647,1.1647217916168324,26.55744336971514,111.30556098564828,6.39559547081174,3.8276623449712392,9.914945822729262,12.64150443931346,23.92049830492115,0.28783558035481127,0.2472955165215229,12.0
33,Drinking Water,BRUNSWICK COUNTY WATER SYSTEM NC,395.4,33.95928,-78.08303,3.4705669975694486,0.439808360963408,5.5641264975367974,5.5641264975367974,15.748546474166885,37.57660514276537,5.5641264975367974,12.060898145485051,120.16587706030252,8.26169208100207,29.78746561182884,20.43560109787602,15.309396717705052,3.33950337071571,3.164325458762394,5.725117287663503,10.0
34,Drinking Water,CFPUA-WILMINGTON,279.1,34.24043,-77.86741,4.4477705423520195,9.542596284648745,1.1647217916168324,1.1647217916168324,8.964665454726289,0.5838798326690647,1.1647217916168324,26.55744336971514,111.30556098564828,6.39559547081174,3.8276623449712392,9.914945822729262,12.64150443931346,23.92049830492115,0.28783558035481127,0.2472955165215229,12.0
35,Drinking Water,HARNETT REGIONAL WATER NC,217.5,35.41462,-78.81106,8.294756112913237,4.851909717348179,13.29212652826482,13.29212652826482,6.687068361822486,32.55027805216992,13.29212652826482,43.26049324745329,53.960682354214114,8.23134761638272,20.668376181191608,10.063850878340174,3.0374518382394258,17.262453104379663,1.8706537551869722,1.4640360681536817,49.0
36,Drinking Water,CFPUA/NHC NC,207.8,34.24043,-77.86741,4.4477705423520195,9.542596284648745,1.1647217916168324,1.1647217916168324,8.964665454726289,0.5838798326690647,1.1647217916168324,26.55744336971514,111.30556098564828,6.39559547081174,3.8276623449712392,9.914945822729262,12.64150443931346,23.92049830492115,0.28783558035481127,0.2472955165215229,12.0
37,Drinking Water,FAYETTEVILLE PUBLIC WORKS COMM,191.9,35.03362,-78.87073,4.923248254708933,1.0018710099583739,0.7591928295925326,0.7591928295925326,8.205783446703208,6.367267607410163,0.7591928295925326,27.355320170095602,21.51606274574088,0.6949024104165975,2.818520593317667,7.875012342900551,7.284616424436324,11.350509430500075,0.10774481808841525,0.768908985949973,36.0
38,Drinking Water,HARRIS NUCLEAR PLANT WATER SYSTEM,172.5,35.63287,-78.95422,14.431045693537973,0.49729582685219537,4.38382827652793,4.38382827652793,9.491704464212214,51.578598762368074,4.38382827652793,30.56776563650474,31.342984551532563,5.34471587208016,11.267466281350453,5.602244233872109,9.850822058533142,41.134877136926576,1.2022489993842853,8.335716404285723,89.0
39,Waterways,NH-558 NR WILMINGTON  NC CASTLE HAYNE,158.1,34.29945,-77.80233,9.552247268576865,8.933028058961098,6.114134011629009,6.114134011629009,13.002263795289975,8.308394066979325,6.114134011629009,35.00073778048908,112.4456039227253,10.292049038853012,5.056489423698293,13.836193859122016,12.64150443931346,32.37132498956157,2.146270274434605,0.9417953492490874,18.0
40,Drinking Water,BLADEN CO WTR DIST-WEST BLADEN NC,144.5,34.53779,-78.7958,1.984313839545284,16.078114189930417,3.5320991382626588,3.5320991382626588,15.257858003883987,33.45684325149765,3.5320991382626588,73.74156552235789,34.04326144346236,2.8809107940903296,18.404463635190087,18.551700743852393,14.667262811686605,20.389867641597228,17.622980622043467,1.204938906814477,31.0
41,Drinking Water,TOWN OF CARY NC,110.6,35.79154,-78.78112,9.868822059674299,0.8020590085130537,1.1429213033322656,1.1429213033322656,9.412976004563909,72.02701534350872,1.1429213033322656,8.4570781989028,13.13429888265562,13.074275176405004,5.898400155340724,8.288891485768152,10.214912501129119,27.664030117561545,0.6945968519761619,0.8171792949468722,156.0
42,Drinking Water,BLADEN CO WTR DIST-EAST BLADEN NC,107.4,34.53411,-78.78699,1.8793048129928218,16.934629702017077,4.4355577186890995,4.4355577186890995,14.410594818868576,33.96433355599195,4.4355577186890995,74.45963420757447,34.5509598248921,3.4743829451165067,19.309173362940758,18.551700743852393,14.667262811686605,21.283697312146153,18.00050645907116,0.41557039311340094,34.0
43,Drinking Water,AURORA WATER SYSTEM NC,104.3,35.75957,-79.0193,20.576708356477074,4.786770188379618,13.011450843079738,13.011450843079738,0.00034576552666157405,65.4198066062616,13.011450843079738,24.86608723262266,22.069032480558857,14.264269296262897,18.485117550225198,5.602244233872109,4.78643826385484,27.883986973300722,6.677893633863183,6.581482020678654,75.0
44,Waterways,CLEAR CREEK AT SR3181 NR MINT HILL  NC,103.0,35.20833,-80.58,9.86382382747899,2.163721259959169,5.204525338807254,5.204525338807254,7.320162322900466,32.09221946825791,5.204525338807254,31.780756371489733,111.30613151035827,27.87796680457005,7.05144047589843,9.475930288939448,5.34942689488681,33.23700441379019,4.230039246151688,7.037380783048225,170.0
45,Drinking Water,CITY OF GREENSBORO  NC,100.8,36.07264,-79.79198,10.849877775926501,6.764692243443823,2.6496846841173776,2.6496846841173776,15.135729614716707,13.051512659115488,2.6496846841173776,34.6343138627261,15.556282653517233,7.02585676700443,3.2157209519687155,17.35737444279196,9.053158280699387,33.489141006829215,0.8115785428849981,0.4020932349041875,274.0
46,Waterways,Yadkin River,98.1,36.21492,-80.96029,8.269074711714437,2.7704254177340495,3.568782020354182,3.568782020354182,13.029294664341649,31.617167159803255,3.568782020354182,74.33176663826328,90.69835371655981,26.301531457032738,17.044773455106565,14.982898830540492,14.796915853150578,53.41804107144771,6.3874023251809655,2.1223914696298545,278.0
47,Drinking Water,ORANGE WATER & SEWER AUTHORITY NC,91.4,35.90846,-79.08059,3.634415096955874,6.467144152837997,2.988563341594111,2.988563341594111,17.453108040840657,79.49255621093945,2.988563341594111,27.65293290842434,18.964109817998935,15.771185123825132,10.792344985013028,16.894434024843537,15.494187568888549,16.18767790783762,0.10617305517041911,0.9577807904186123,146.0
48,Waterways,BOLIN CREEK AT VILLAGE DRIVE AT CHAPEL HILL  NC,90.0,35.92231,-79.066,1.9997365376130483,5.130935684624128,2.1751215008395803,2.1751215008395803,18.578698571573373,80.30438099034501,2.1751215008395803,26.664142113945875,17.63434679454769,13.823297232908944,9.419920666066853,16.894434024843537,15.494187568888549,14.192723051825618,1.1036385553074024,1.2067764057515327,119.0
49,Waterways,BRIAR CREEK NEAR CHARLOTTE  NC,90.0,35.23611,-80.77111,15.61368845960051,3.4155560585958753,3.0547516120817004,3.0547516120817004,16.011235473726796,17.435748404650695,3.0547516120817004,14.57491933686067,118.39969499858277,11.08716720610182,4.85924413892869,17.99875685292079,14.785943718253202,18.23752972287501,1.7277713672590163,0.24763618452054734,206.0
50,Waterways,CAMPBELL CREEK NR CHARLOTTE  NC,90.0,35.18667,-80.73667,15.256640674353546,3.0600537564211088,8.23123212537256,8.23123212537256,15.601049368467232,17.797719542302005,8.23123212537256,17.84112490498174,120.9734353429523,16.613628373891867,6.811242446240103,19.88733901920849,14.785943718253202,23.906317001783048,0.8466980768176324,2.116902565635625,198.0
51,Waterways,ELLERBE CREEK NEAR GORMAN  NC,90.0,36.05931,-78.83251,20.302057903857197,1.9401342838445272,3.4966090599592996,3.4966090599592996,15.072582124191936,98.37347834231467,3.4966090599592996,21.88376299689926,16.180575791906875,9.646223743788516,9.309968058209531,13.888593177272115,17.003014164289542,11.80085607322559,2.3384873271370927,2.208013044246111,89.0
52,Waterways,ENO RIVER AT HILLSBOROUGH  NC,90.0,36.07111,-79.09556,14.75895194680063,1.4673757588280762,0.8689008572250108,0.8689008572250108,9.087905781737824,74.69806895707512,0.8689008572250108,28.22209197761857,26.53799226011967,9.055452971183493,0.4483584388219762,8.569931482686677,10.109573179345848,15.644879306043363,2.2496990269446253,1.491813493804147,164.0
53,Waterways,FLAT RIVER AT BAHAMA  NC,90.0,36.18278,-78.87889,14.11063129555753,10.999309455523536,7.63830720625014,7.63830720625014,14.951908793354598,94.15389639949099,7.63830720625014,36.21155631168337,29.559076420671136,19.821701440375964,20.067995676975425,20.16829387090868,18.5345161957721,20.84863508282118,8.837445374459344,7.704833286158288,126.0
54,Waterways,GOOSE CREEK AT SR1525 NR INDIAN TRAIL  NC,90.0,35.125,-80.60278,1.288454174963265,10.246146194819241,7.069311306603707,7.069311306603707,16.350322262762564,28.850642876985088,7.069311306603707,31.394540744776194,120.41008686965965,30.515131127697742,11.319609421557402,23.01201179476174,14.469475524860261,37.40042324275994,6.731480179416366,5.638159079490937,175.0
55,Waterways,IRVINS CREEK AT SR3168 NR CHARLOTTE  NC,90.0,35.15861,-80.71333,12.008128129575098,1.7912184679459153,4.7166623063207975,4.7166623063207975,16.260086700524543,19.046789712703564,4.7166623063207975,20.675866202708423,122.36420771017202,20.22412528756387,8.242098872919685,19.88733901920849,14.469475524860261,26.921080663191304,1.882882289110763,0.41598000911153593,191.0
56,Waterways,LITTLE HOPE CR AT SENECA PLACE AT CHARLOTTE  NC,90.0,35.16444,-80.85306,9.385502996993624,5.304563324667139,2.6828343014532345,2.6828343014532345,16.428321209049138,7.1632268867385624,2.6828343014532345,9.02855530064735,129.26277936293087,12.77065448017861,3.511191050683201,13.83245651187397,11.327523517548238,14.23328942009383,1.3659983663602042,0.8821729054974743,188.0
57,Waterways,LTL SUGAR CR AT MEDICAL CENTER DR AT CHARLOTTE  NC,90.0,35.20361,-80.83694,9.390410791959983,3.559054313580908,3.2260965440048723,3.2260965440048723,18.79226451994066,10.927801723384487,3.2260965440048723,8.540578145142504,124.94168991096045,9.12721461318719,2.0954612253335854,16.462785235801636,16.067407104750977,15.71229897961754,0.2978134206588329,0.43883479847314893,201.0
58,Waterways,MARSH CREEK NEAR NEW HOPE  NC,90.0,35.81694,-78.59306,13.93036265654531,2.0094918946868088,2.2966910443321633,2.2966910443321633,7.82121855120757,81.12966929541557,2.2966910443321633,17.57824546466783,24.131709460030365,3.427701957367781,2.8121919293497335,5.613529726805756,6.027664690512204,37.72077441720077,0.6908568304865034,0.4163230215829233,69.0
59,Waterways,MCALPINE CREEK AT SR3150 NR IDLEWILD  NC,90.0,35.17583,-80.71917,13.284047787384546,1.7823954089480771,6.683163086719942,6.683163086719942,15.19562913634534,18.939858647704643,6.683163086719942,19.646958186030638,121.06553407360646,18.60923140817116,7.251907221686222,19.88733901920849,14.469475524860261,25.90185996865421,2.2647162531448983,1.129583464254004,202.0
60,Waterways,MCKEE CREEK AT SR2804 NR WILGROVE  NC,90.0,35.25389,-80.64806,15.795211861324955,1.00402425495749,7.093317560424273,7.093317560424273,4.778018123680685,28.266189479855253,7.093317560424273,25.921133058310037,110.25769971644647,20.03299438120592,4.216922268497108,8.458864665371975,5.71750894897556,25.378071107105495,3.957053044741608,0.853602948209695,188.0
61,Waterways,MCMULLEN CR AT SHARON VIEW RD NEAR CHARLOTTE  NC,90.0,35.14083,-80.82,13.345965157656835,7.347239429259119,6.053822503898571,6.053822503898571,19.377865496609715,9.162508638755808,6.053822503898571,13.018281767786792,129.532753876619,16.146134613426234,3.061327517537047,14.092381642865975,13.592500092188134,17.72185575068961,1.4173988289498443,1.4692756660642778,186.0
62,Waterways,MIDDLE CREEK NEAR CLAYTON  NC,90.0,35.57083,-78.59056,11.30533499725834,13.545280768610098,14.59245524522657,14.59245524522657,20.80959729137152,58.507008253529236,14.59245524522657,37.07215984777142,42.94369105902162,5.365185686731141,21.604564947460137,10.063850878340174,20.0223120459792,38.87732339774918,5.267988153203479,11.58371680931441,77.0
63,Waterways,MORGAN CREEK NEAR CHAPEL HILL  NC,90.0,35.89333,-79.01972,6.887116834734703,7.758565640076771,3.0959348744306214,3.0959348744306214,14.873136953677117,80.2927068961722,3.0959348744306214,21.98245569123809,13.71533337361784,15.686025097727516,5.97605087323598,16.894434024843537,8.441170258369972,13.962923009152162,3.272951409335954,1.094551624519743,88.0
64,Waterways,MOUNTAIN CREEK AT SR1617 NR BAHAMA  NC,90.0,36.14972,-78.89667,16.30168904548735,12.427284695598061,7.661710282150227,7.661710282150227,11.319205342719664,92.37850656556644,7.661710282150227,33.14745619503666,25.981430598403566,15.91064810168943,16.23518068795355,13.376912646779779,18.5345161957721,16.880975293206824,6.569008899825382,3.7380050772552567,121.0
65,Waterways,N BUFFALO CR AT WESTOVER TERRACE AT GREENSBORO  NC,90.0,36.07917,-79.81278,10.164852862621746,8.031208206225381,2.527184246003589,2.527184246003589,15.716519605425026,11.048921871958397,2.527184246003589,36.44695293477714,13.688333613076045,7.786636122979363,4.5808537731273935,14.756396708931772,9.053158280699387,31.64617647941472,0.8113388729000718,1.1104760932310824,222.0
66,Waterways,REEDY FORK NEAR OAK RIDGE  NC,90.0,36.1725,-79.95278,5.976726637391824,3.078453155336321,7.709994013127647,7.709994013127647,16.808329552712824,6.322766960455616,7.709994013127647,49.632366656160734,10.825287467185136,19.357520332105636,20.695007625964084,11.849712407101968,18.188418800609263,15.500657754770005,3.2510652267466726,5.000464863533688,247.0
67,Waterways,SANDY CREEK AT CORNWALLIS RD NEAR DURHAM  NC,90.0,35.98322,-78.95681,11.264038470985167,3.7566542953821385,2.973942492450019,2.973942492450019,12.1451532869668,88.3381637908067,2.973942492450019,20.620677313468924,10.71551110443487,6.308871764129327,2.891740947480085,10.128914650483525,9.09313465697265,2.474629302505556,1.5748913707527987,1.4206436320154268,90.0
68,Waterways,SOUTH BUFFALO CREEK NR POMONA  NC,90.0,36.04944,-79.85528,9.464724600599618,4.853074048610813,0.7980237173711054,0.7980237173711054,11.984568290767701,10.05446167746674,0.7980237173711054,40.57469454041529,10.286612069184754,12.837637351200422,6.258344389665681,11.4887151968193,10.648965254659691,31.69752003881586,0.9608800967579179,1.0671578411765725,234.0
69,Waterways,STEWART CREEK AT STATE ST AT CHARLOTTE  NC,90.0,35.24028,-80.86833,7.329245004203624,3.0365705334584674,0.3092940321891519,0.3092940321891519,14.64243397747017,9.386613695553864,0.3092940321891519,6.187186221159918,123.64581815113311,4.254888175987486,1.2108024148062426,14.684297527049663,16.067407104750977,11.093512845036333,0.16746265433306468,0.17158092221141552,195.0
70,Waterways,SWIFT CREEK NEAR APEX  NC,90.0,35.71889,-78.75222,11.96519555595294,5.8622308116349044,7.623069030162019,7.623069030162019,12.138474353040927,65.22909154442029,7.623069030162019,16.690495538197545,21.59234024943323,10.62891158444504,5.194244024133652,17.279047399634013,17.06711661669052,35.96006152325572,3.061919731562501,5.816587659142307,107.0
71,Waterways,THIRD FORK CR AT WOODCROFT PARKWAY NR BLANDS  NC,90.0,35.92264,-78.95242,10.761083970602044,9.267628506606007,5.830962416480284,5.830962416480284,18.768618516869722,83.71204035125524,5.830962416480284,16.879272990446275,7.422866046540782,9.067565074815201,0.9066623718338181,19.931909435935346,19.805537149589224,8.938594422457202,0.40733936780079244,0.9167137423108913,90.0
72,Waterways,TORRENCE CR AT BRADFORD HILL LN NR HUNTERSVLLE  NC,90.0,35.40361,-80.88278,8.438657247568349,4.293374424861336,2.692242974926348,2.692242974926348,8.78953893541338,6.77245272528718,2.692242974926348,21.27816516970182,111.55693669092693,8.475067337579235,3.6511756307053043,9.022187280636611,12.87722992475126,2.544622807879149,1.7733454713082146,4.141735950991687,202.0
73,Waterways,W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS  NC,90.0,35.46778,-80.79028,6.424892936855392,5.923737251837795,5.39364089948862,5.39364089948862,19.795156180044568,14.852472640129122,5.39364089948862,30.70779103347306,100.55702833535645,10.79930601497326,6.478829920715715,15.92518267243629,18.404236568722997,8.920041990131834,3.247257766005289,3.9396669283237506,195.0
74,Drinking Water,CITY OF WINSTON-SALEM  NC,85.2,36.09986,-80.24422,3.995659283999477,3.0416086680547045,1.9719280919949456,1.9719280919949456,12.057751593172451,28.7939929971625,1.9719280919949456,56.339849764706784,25.23157198170868,3.3229702074494143,4.000824072038729,13.605718870654112,12.704861125296695,2.4993139569432916,0.18454618966280528,0.4843771197474848,300.0
